temperature,humidite,vitesse_vent,precipitation,mois,jour_semaine,weekend,evenement,consommation
5.116365723346226,89.5819192705938,7.884048892066047,17.799514406866788,8,3,0,0,474575.0
-8.1961322523915,65.1847530787879,12.722989944630063,17.238164027889884,6,1,0,1,411523.0
26.289071968391248,53.8668239087722,5.043057092928912,13.290116672652852,3,5,0,0,393104.0
26.39023406670909,49.441149380047946,29.74054260400585,13.22554971081617,8,5,0,0,551232.0
18.13317371717457,81.13097810436855,1.932189635105796,19.77901615655978,10,7,1,1,391263.0
7.609861517516816,65.96568740203386,22.262187087030945,4.604607108823943,9,1,0,0,437030.0
15.298891842104728,72.74670237111141,5.691529435687343,9.37626203964941,6,4,0,1,462879.0
-6.306616627551456,37.01394548136927,2.869468667054016,17.286556181546555,2,6,1,0,415999.0
34.21869163282447,89.2325210304717,0.2445893857629411,0.419025074407211,12,6,1,0,393169.0
12.54617082540294,32.94394827621949,14.161409281461305,0.3854497581281957,12,4,0,1,455021.0
30.630633584667656,74.27878232651861,28.412891403428283,15.677307897136634,12,3,0,1,430364.0
28.39696328386983,39.56549043405983,10.785994979266158,5.7181363322160745,5,6,1,1,369344.0
22.37994996660304,43.99548105036777,29.7291299816588,7.33479847124549,2,1,0,0,397112.0
21.06278360938938,37.00016561225083,14.91447781536688,14.089526526025017,1,4,0,1,417148.0
16.85006172634134,31.49672009165857,29.99721922316083,16.536965562318407,7,5,0,1,492282.0
28.891081283038595,87.80122807839825,7.323930152568151,13.000270239860876,11,2,0,0,393364.0
12.05452748933194,65.78785824894078,10.185994717840677,12.566890891118552,1,1,0,0,489504.0
-4.899399287067321,64.98935506681123,4.098068874093657,7.711218634858989,4,5,0,0,358398.0
-8.580679945209393,88.53818510600003,16.93959906760973,9.88720218077168,9,6,1,0,439544.0
35.480906836703284,70.41118323860834,16.12888764116255,5.9099947519271945,5,4,0,0,463510.0
25.278349958613425,38.92519458882827,10.466608466776648,6.472979224276154,3,5,0,0,368087.0
-2.677766741906514,83.02791775164309,9.172063385316536,15.924936979691864,7,5,0,1,555298.0
-5.136776316026878,32.68428725127521,2.703689140675188,5.574698453094966,8,6,1,0,504821.0
-2.71403947297478,88.55757371549454,27.45071724265668,7.948670807396361,7,6,1,0,508758.0
2.6123253247577054,61.72318516545232,22.98162595609197,15.0240806755214,2,3,0,0,418252.0
35.64039102792187,34.23240626844912,6.61059814403909,15.859794282663051,8,5,0,0,539314.0
-8.630944944172832,88.9164761389433,25.667323925821123,3.045287610373397,1,4,0,0,438255.0
19.33429523701456,64.8230514747751,20.71821189456249,2.146136215669363,5,4,0,1,376875.0
34.86818953869184,87.18378954821208,25.710433823034343,13.58912899876074,11,1,0,0,402074.0
-7.913619939776431,46.497025942116494,9.101782694362551,11.010055426824376,11,1,0,0,426285.0
12.021778306148564,89.87019019164994,19.56776232032741,14.522709899834124,12,5,0,0,358028.0
32.888670687846,88.99577740673347,24.901359108539445,6.600000890338578,8,3,0,0,539145.0
20.36604629737823,34.782338481678785,17.291464588824912,19.16984809329372,10,6,1,1,417449.0
23.28783329175936,76.33759432623012,24.64307580811749,11.999083344252814,9,5,0,1,467223.0
26.289071968391248,53.8668239087722,5.043057092928912,13.290116672652852,3,5,0,0,393104.0
21.47218164886492,49.60848049434192,22.035003093195865,6.259103832980557,4,5,0,1,392179.0
4.0454238577761465,41.126943308592914,0.5696669724989945,4.831093402016895,12,4,0,0,429275.0
17.556585176279448,46.86845796063994,4.138597916030281,11.88455610614206,12,5,0,1,427625.0
24.75370586035531,46.787915355052334,2.5062834125614297,0.9230971604754769,9,4,0,0,498173.0
-6.155200560432292,36.78103021932404,12.98858702422008,16.075287059732585,12,1,0,1,410535.0
39.592840817610536,76.46808088352239,11.13317044500827,13.161868740247176,4,1,0,0,365251.0
27.79718144697778,54.59929059076099,11.779320092299594,4.488931819339161,6,4,0,0,528084.0
0.5803045476198072,53.496727633667945,21.95813886730821,10.517747126803334,11,3,0,0,388615.0
4.222620764942329,88.0295526018958,11.678901748650244,7.223340438493119,1,4,0,0,462840.0
36.66139852305408,44.500490304780506,20.407730047055,13.448407375535483,4,5,0,0,371580.0
12.565189260680864,86.898736808737,9.175606646839874,9.974073236675515,12,2,0,1,455092.0
23.18010283675868,78.37000914039413,17.287159284967085,6.543710693232507,4,1,0,0,372843.0
24.73451755257388,58.74150421841539,5.423625306004282,17.40922602614035,1,5,0,1,439850.0
4.475818580155325,76.05924461309493,6.041469762077535,13.037510342790824,12,4,0,1,439630.0
5.546430313640258,33.04184555972961,8.672451107974782,4.793128098993995,8,1,0,0,559132.0
21.412473381787898,54.3402799422949,5.070906736424319,15.269089719537323,5,5,0,1,388928.0
-1.8648360570104965,70.4354193077254,21.98667354816635,4.902686259999607,1,4,0,1,457443.0
24.401860555761715,74.30904095978023,18.001014656477523,17.292958971333235,2,7,1,0,397504.0
33.72137386505644,38.28518180050351,5.564765541855447,18.794545529331184,6,7,1,0,442701.0
19.606216131443407,64.89663632968444,12.03195515107897,9.084615204502978,1,6,1,0,455787.0
39.007463379651405,33.16854832574349,10.968302445447302,16.153354989057174,4,7,1,0,358911.0
-8.943883097375418,47.07535797590567,25.933221235153187,18.563466740115192,12,7,1,1,391905.0
39.39403097788809,79.78806768384368,16.669470718206952,14.12197303273594,5,2,0,0,387526.0
30.49854968762316,74.38986182121386,7.115589918028432,13.106382518625558,8,3,0,0,491581.0
25.06033049536979,74.04965490480379,21.59690236037868,11.696945763643756,7,1,0,1,431188.0
11.607512324592964,52.74013812223573,27.73837716330103,11.99639058711413,5,6,1,0,354893.0
29.57194552221552,45.87133775137865,22.166078384788857,2.2943049286067163,4,7,1,0,342813.0
-8.156669124368563,74.41183373829682,1.2910348395952898,7.473155763585626,10,4,0,1,398486.0
-9.323676723268678,79.35058180363497,4.380026242946567,9.227019004918596,5,1,0,1,379290.0
5.448218876983704,46.4088941492762,20.52307165856824,1.9824881254279256,9,1,0,0,507178.0
6.791576496634626,39.12201779380385,4.384059209435717,2.1457895304995955,5,3,0,1,390620.0
20.898656032603068,31.36222507280432,4.042193637708539,13.95469916847772,5,2,0,1,385611.0
16.868555136869652,68.98632995310369,15.40513004792518,6.8828799797422,6,4,0,0,400189.0
18.27470398200792,62.79239898465872,20.237926014520696,1.6161268098033243,8,2,0,0,459406.0
15.319006226405534,39.34205830824293,21.787374417531183,0.8163915475069161,9,7,1,1,445858.0
23.35838492862717,36.63887176735171,24.94282104340856,8.654427247335635,11,7,1,1,381683.0
12.027666771900073,83.9641796042095,6.3074132207810205,16.560091792916708,4,1,0,0,379092.0
1.962082207811708,54.99399090525472,19.175242824365185,8.216139487727919,6,5,0,1,429188.0
24.60408257075951,42.22613248217966,26.872338666012528,13.283808992572602,8,4,0,1,514677.0
24.663465401297387,37.68870942923125,11.859512966591744,4.261232194292743,8,3,0,1,548839.0
2.695786640382438,76.07195597633415,15.314440006625553,19.02107500949893,5,7,1,1,347933.0
-9.021609813834838,89.71429142828856,18.57737073841309,12.505330956044954,10,2,0,0,397247.0
-7.559236300622098,82.17181023030957,17.207933252974584,19.77898286290561,12,5,0,1,408539.0
-0.7400615034647249,35.68736410635508,3.3556472793988634,4.639329465386124,6,7,1,0,466621.0
6.882816159966886,31.56860590828496,28.57920921289491,8.535992869198308,12,5,0,0,440559.0
10.738640253080304,37.64862236701431,3.85900945243802,18.826900902513817,6,3,0,1,438418.0
13.595281847965529,58.190589675342906,22.97315736642563,11.5390333134647,8,3,0,0,504308.0
-2.4970451071138235,44.81846734541964,26.872668293767696,1.5255901325165944,12,1,0,1,443925.0
30.70166090730065,67.46280760236033,18.86337984813452,7.492921347458781,3,2,0,1,410808.0
30.33272766906165,66.69941765173219,13.845712934494014,11.493758605373676,6,1,0,0,437922.0
4.724519647491018,60.55234485585635,12.67655966501897,3.577863795131584,10,5,0,1,401096.0
10.478413241714916,50.29645905945443,20.291801433812186,2.1126798933706903,7,1,0,1,500149.0
33.717308774010924,65.24241587340359,29.511066759824224,12.079619387569927,3,3,0,0,374236.0
34.04620426120781,83.66730772482049,5.250842650412092,18.189345830538144,6,6,1,1,430656.0
36.883014211159534,71.24164298433102,14.890189376446411,18.46522044779221,1,5,0,0,422625.0
39.79306417212129,71.06799566296661,6.427988752232131,11.572738521580789,8,5,0,1,486447.0
-4.169594858899747,79.06926991584558,21.410038755180704,19.817531875142503,6,4,0,1,395208.0
0.2358569940699908,73.16917555756913,7.306793313319714,14.587934217502864,11,7,1,1,389938.0
12.309487672834482,88.36369641818514,8.483009709619724,14.224753836588,6,2,0,0,496060.0
34.42887075335372,82.88673551889288,7.538703137859033,17.454311118912788,11,4,0,0,439975.0
11.252481806438844,40.50219107623231,8.145465405237251,3.740634847817805,5,5,0,0,387254.0
30.633789252658367,78.52050290176976,23.191532040816867,3.38121253982399,3,1,0,0,395355.0
-9.007489581627972,38.50911622661311,4.789727175193063,14.520688230823332,5,6,1,1,356357.0
-8.42854292341533,67.42879840358425,13.975353990532971,17.110679992623822,9,4,0,0,432027.0
-0.5878671905212869,65.71610373652291,26.505859555693483,15.676695633772669,5,7,1,0,348534.0
27.43766246107693,69.08759657242219,15.17135643439239,15.849534185332388,6,2,0,1,440426.0
7.601659703832702,39.41303721907831,21.78391917077616,2.4499943243732525,2,5,0,0,440000.0
31.293875740103125,59.55688078809675,24.667399614635023,3.899124140836421,9,3,0,0,462680.0
-1.1438634987841283,32.342750366954014,9.884283451759234,14.24337565597316,2,4,0,0,452209.0
22.99173394818253,33.87104298533192,10.800032610005928,0.0935945832803319,2,3,0,0,469016.0
-6.274350408250525,35.182672397892574,4.094765133277871,14.54224024409528,6,6,1,0,393212.0
39.40564356783549,85.34733842899995,5.931369706991947,3.817924274776239,11,2,0,0,402552.0
15.740299748646382,82.66522910320626,14.38347073723519,7.775222166755478,9,2,0,0,441976.0
26.37086951447518,73.05397943583891,11.011084391096787,10.547747493810306,11,3,0,0,429237.0
13.027434078489067,53.78743883900272,13.839074588249495,1.9571036405151847,8,4,0,1,552162.0
-0.4138952660385069,67.56023880694204,7.863033534382321,7.254342592692078,1,5,0,0,460146.0
28.549849622989285,37.076798692510856,26.52490642262986,9.985293566284533,5,6,1,0,343886.0
3.547760342017378,80.17921408565459,29.08900306299898,9.817784350011534,3,7,1,0,347215.0
21.706299306435405,52.62735895117181,18.10444900732721,9.33300806030292,12,2,0,1,401317.0
14.698734923804572,55.331564891804014,10.4696896226315,14.94667986965224,10,4,0,0,430279.0
8.127089321280831,73.15223172454282,22.51778310464138,1.3644437530542142,4,5,0,0,405626.0
37.61389474443211,89.48494689772754,27.359071962317127,11.32476603586333,4,7,1,0,329662.0
17.712868552682483,42.95197844363224,6.9366425922173125,16.17331507646164,12,7,1,1,390027.0
31.679347540507443,49.52923119997277,9.527027944221349,16.53913589602113,9,5,0,0,397142.0
-3.668956674929066,30.360129491350595,11.226244348395866,0.2148459730065965,6,6,1,0,375198.0
25.676032320451483,62.77051890997269,11.698976118257228,13.363129811974442,12,3,0,1,382108.0
4.150333453405201,59.660093819209294,21.2563796719351,12.339586350421506,10,5,0,1,391763.0
13.369389412042048,70.1515480974883,15.058381703225464,10.9079691155111,2,4,0,0,421263.0
-2.248829920182956,46.67851082400418,13.084003193202228,8.21955019313532,6,7,1,0,442780.0
37.37091290807273,54.12828444733994,18.10286716167398,17.953093261677616,9,1,0,0,499642.0
-1.2943803577222148,31.975551072743148,3.95149055438548,11.714389063921203,8,4,0,1,492040.0
34.73632360369407,71.86634672228149,3.7177331467797794,7.5182958166055425,8,4,0,1,560358.0
28.246005064727413,59.43335430297306,26.08974965422105,16.063178321815737,12,2,0,1,440463.0
23.2239180387403,48.509162663232175,13.286092556156737,4.093761520713475,1,1,0,0,432725.0
1.437698976492328,67.480553035179,29.255230627833747,6.583323445337237,4,7,1,0,338704.0
-4.312978309602874,40.32778357910245,22.49349993765304,14.905930242462818,12,3,0,0,419326.0
25.6740655789109,64.00890375200284,21.26096063820068,0.6941794896923659,6,4,0,1,436646.0
20.670429618591864,55.95478266258641,14.037793792284951,9.818933100354002,4,5,0,1,382703.0
29.002049777649084,51.12314834414568,13.37574288617713,19.4285571584996,2,2,0,0,444322.0
-3.648619007292716,72.07958314747259,10.31185150290022,6.726096907940351,12,6,1,1,446730.0
16.459535524205496,63.95144877822232,2.635079679348542,2.850561126906725,4,4,0,0,402759.0
21.31367247938025,75.06092118049591,13.7244288296717,17.454721661552874,12,5,0,1,444525.0
32.015854960856714,57.38607617455221,2.4247140070577142,3.557230270559759,8,7,1,0,466794.0
32.43429844155629,35.01078852878264,6.91791144334232,16.83026781066491,6,5,0,1,388488.0
30.600497023969524,31.429982020453643,23.11005715919774,15.287921755000134,11,7,1,0,376250.0
11.825500438994723,85.39880397996113,3.4119547936601258,14.239628977803529,5,2,0,0,332491.0
8.800565094888142,62.99250532638305,0.9572178125920672,11.108815987408828,3,6,1,0,406769.0
-2.483964700524046,79.72477369132756,27.223592150842425,3.841683669419653,12,7,1,1,381176.0
4.736897351259653,85.88296827999406,10.626132978547853,5.837468218107005,7,5,0,0,485609.0
-2.16500093745113,68.12476493960224,21.976972974593085,12.462356715676815,2,5,0,0,510487.0
37.16348993676821,38.75990047680519,26.04998466138132,12.895015636759132,12,4,0,1,411145.0
3.661263430651289,51.71596155737689,11.405249904990445,15.71038289581081,10,1,0,0,374261.0
16.343399497424624,73.08519955204312,8.001395536699208,0.3909571381955579,12,5,0,0,436165.0
15.536400641143803,69.72690669795847,15.58161342899864,16.421811519907394,11,5,0,1,430951.0
31.44771118574484,58.2034936648371,8.551000372236729,19.42287253815818,1,2,0,0,418437.0
34.23977855225658,47.18998091798703,9.249665510381169,2.703161265654508,1,6,1,1,443748.0
3.080471936806365,56.0789521871666,3.17385676324026,13.389580868940378,3,7,1,0,344815.0
35.53384521378125,86.38040783142412,25.82801805933914,2.6184437599869947,4,4,0,1,409743.0
-0.4814379839493803,53.464813103550426,22.998904156770912,11.528977242264965,7,6,1,1,452994.0
34.09593304297901,88.41946444929616,10.47965544844758,10.180734713974918,4,2,0,0,381962.0
34.295215962619736,77.84931467085354,25.201469227894115,3.605341095515451,5,2,0,0,380162.0
24.182934401375547,76.70112650479014,2.202986413065793,17.496006123208492,12,6,1,1,401990.0
34.23977855225658,47.18998091798703,9.249665510381169,2.703161265654508,1,6,1,1,443748.0
33.31563481269635,38.882550946447466,12.852220884311883,8.747122921188746,5,3,0,0,426259.0
25.80951636160537,35.276420559239604,11.531916335130983,16.120539568431575,1,5,0,0,452797.0
37.97605336876281,70.16235331051621,10.191717567626192,5.0502098482235365,5,3,0,0,405948.0
-4.235861187189168,60.53745616869337,6.93074463846712,19.943329453163155,8,1,0,0,418554.0
-7.090720570549954,78.6016017862822,16.789893131556553,4.7367583788301815,12,4,0,1,477551.0
27.76857844362996,72.01294632603236,25.85693256426848,1.9241756233050111,12,7,1,0,425428.0
19.987413449403803,45.51790964938529,8.32886002615932,17.8579643996681,3,5,0,0,432261.0
26.120719100546268,84.7890430361607,24.04809868354854,1.9451381254086344,4,5,0,0,356383.0
-0.9473321215147904,37.25621621596143,4.614899854501387,18.915036365381287,7,1,0,1,538225.0
2.6535997830378832,56.22421420406803,13.769776929294542,8.876960182569604,4,5,0,0,366373.0
20.31427611567172,81.59251705564111,25.95488302292424,12.248905446952778,5,2,0,1,381089.0
31.5745201703648,47.662125736081926,0.4050241401626975,16.888423718390722,3,7,1,1,352321.0
9.633268942730748,40.49841248489621,12.501198201490322,6.51685886498476,12,4,0,1,416086.0
-4.494947468430024,52.60745019979116,10.369278834847508,17.756082331296547,4,1,0,0,406432.0
13.56967080232802,38.49669742360344,13.515533111024752,15.795121380493038,9,7,1,0,468290.0
4.414659021524201,32.01581661485523,17.844493206332412,8.47785717846843,1,1,0,0,418938.0
32.16452253736908,44.77801364449679,8.882100859315324,2.508238767688702,5,1,0,1,354602.0
25.929035261163257,57.61103964182092,5.525223907734171,9.274760460274551,6,6,1,1,391514.0
14.43327981242469,30.13158845387959,6.374279518549397,1.4191592729976987,11,7,1,0,386473.0
-7.860498267182794,56.96515798669388,20.796014807435984,10.721066197502156,5,4,0,1,387378.0
20.34617499330423,30.969716141558973,22.412183879243862,10.948762359558014,6,4,0,1,479499.0
-5.367402297124576,85.8793721358098,19.494414012695355,4.53022685470327,12,1,0,0,445048.0
23.819893164123044,53.97704633923711,29.866454096383425,2.602666067950241,9,4,0,0,388055.0
29.62695075784953,42.92426377734176,2.2751422959575693,18.33756348371045,3,7,1,1,383160.0
10.275394893061389,76.00164763491874,25.992331196913007,13.8197272634692,6,4,0,1,452037.0
30.2481049195064,79.62501716789122,20.32052113050038,8.960008881099986,12,1,0,1,417987.0
-8.341829327587089,88.27280825558653,2.5549521191470523,10.732102180974383,4,3,0,0,409004.0
20.30630111642961,71.39502181148303,21.681717775979223,12.154616700498616,11,7,1,0,363886.0
36.64790583053325,56.3749811949932,25.656719166613392,3.9697486183060593,10,1,0,0,391496.0
24.26847223646262,72.53382235004074,10.978327001347436,15.971127160875207,7,6,1,1,396572.0
37.075385061822814,73.2064206448386,10.813316957874038,18.29638650000216,12,1,0,0,429074.0
-1.4127573654208057,69.35258968529243,26.7445065073242,0.9074855531093218,10,6,1,1,375430.0
21.559638851218214,67.14290054257575,8.591508441663247,2.549754365413681,5,7,1,1,354000.0
20.30156514522104,31.964412995770367,8.198748900991218,10.029774828260212,6,2,0,1,443084.0
